398.9	4	15246
399	4	15305
399.1	4	15371
399.2	4	15490
399.3	4	15601
399.4	4	15765
399.5	4	15947
399.6	4	16169
399.7	4	16436
399.8	4	16733
399.9	4	17044
400	4	17370
400.1	4	17700
400.2	4	18037
400.3	4	18406
400.4	4	18769
400.5	4	19140
400.6	4	19542
400.7	4	19957
420.7	0	19036
431	0	18584
431.1	5	18583
431.2	5	18582
431.3	5	18580
431.4	5	18582
431.5	5	18585
431.6	5	18598
431.7	5	18623
431.8	5	18649
431.9	5	18698
432	5	18756
432.1	5	18841
432.2	5	18961
432.3	5	19085
432.4	5	19253
432.5	5	19466
432.6	5	19715
432.7	5	19987
432.8	5	20248
432.9	5	20569
433	5	20923
433.1	5	21253
433.2	5	21628
433.3	5	21979
433.4	5	22360
433.5	5	22748
433.6	5	23142
433.7	5	23552
433.8	5	23950
453.8	0	22863
464	0	22238
464.1	6	22238
484.1	0	21220
497	0	20520
497.1	7	20519
497.2	7	20527
517.2	0	19508
530	0	18934
530.1	8	18924
530.2	8	18923
530.3	8	18924
530.4	8	18918
530.5	8	18927
530.6	8	18939
530.7	8	18958
530.8	8	18996
530.9	8	19045
531	8	19107
531.1	8	19186
531.2	8	19317
531.3	8	19460
531.4	8	19626
531.5	8	19871
531.6	8	20140
531.7	8	20403
531.8	8	20711
531.9	8	21038
532	8	21359
532.1	8	21737
552.1	0	20646
564	0	20005
564.1	9	20005
564.2	9	20003
564.3	9	19998
564.4	9	19997
564.5	9	20003
564.6	9	20026
564.7	9	20058
564.8	9	20102
564.9	9	20162
565	9	20242
565.1	9	20372
565.2	9	20547
565.3	9	20751
565.4	9	20975
565.5	9	21228
565.6	9	21536
565.7	9	21851
585.7	0	20844
597	0	20261
597.1	10	20259
597.2	10	20260
617.2	0	19304
630	0	18702
630.1	11	18697
630.2	11	18698
650.2	0	17779
663	0	17210
663.1	12	17206
663.2	12	17206
663.3	12	17201
663.4	12	17202
663.5	12	17206
663.6	12	17216
663.7	12	17228
663.8	12	17255
663.9	12	17291
664	12	17349
664.1	12	17429
664.2	12	17520
664.3	12	17662
664.4	12	17825
664.5	12	18007
664.6	12	18235
664.7	12	18480
664.8	12	18729
664.9	12	19002
665	12	19326
665.1	12	19615
665.2	12	19946
665.3	12	20266
665.4	12	20618
685.4	0	19568
696	0	19077
696.1	13	19073
696.2	13	19066
696.3	13	19070
696.4	13	19073
696.5	13	19073
696.6	13	19076
696.7	13	19093
696.8	13	19131
696.9	13	19165
697	13	19225
697.1	13	19323
697.2	13	19431
697.3	13	19579
697.4	13	19747
697.5	13	19935
697.6	13	20156
697.7	13	20408
697.8	13	20665
697.9	13	20939
698	13	21239
718	0	20251
730	0	19669
730.1	14	19666
730.2	14	19667
730.3	14	19668
730.4	14	19677
730.5	14	19692
730.6	14	19724
730.7	14	19763
730.8	14	19835
730.9	14	19929
731	14	20046
731.1	14	20209
751.1	0	19220
763	0	18637
763.1	15	18637
763.2	15	18643
763.3	15	18656
783.3	0	17758
796	0	17198
796.1	16	17194
796.2	16	17189
796.3	16	17187
796.4	16	17196
796.5	16	17204
796.6	16	17225
796.7	16	17247
796.8	16	17273
796.9	16	17343
797	16	17425
797.1	16	17536
797.2	16	17674
797.3	16	17838
797.4	16	18050
797.5	16	18296
797.6	16	18574
797.7	16	18861
797.8	16	19160
817.8	0	18240
829	0	17755
829.1	17	17752
829.2	17	17753
829.3	17	17757
829.4	17	17771
849.4	0	16832
862	0	16336
862.1	18	16329
862.2	18	16329
862.3	18	16334
862.4	18	16349
882.4	0	15567
895	0	15086
895.1	19	15084
895.2	19	15083
895.3	19	15086
895.4	19	15089
895.5	19	15092
895.6	19	15098
895.7	19	15104
895.8	19	15115
895.9	19	15144
896	19	15177
896.1	19	15255
896.2	19	15339
896.3	19	15466
896.4	19	15634
896.5	19	15811
896.6	19	16011
896.7	19	16233
896.8	19	16501
896.9	19	16788
897	19	17080
897.1	19	17368
897.2	19	17679
897.3	19	18027
897.4	19	18368
917.4	0	17536
929	0	17047
929.1	20	17044
929.2	20	17041
929.3	20	17053
929.4	20	17076
949.4	0	16250
962	0	15734
962.1	21	15731
962.2	21	15726
962.3	21	15723
962.4	21	15723
962.5	21	15729
962.6	21	15743
962.7	21	15756
962.8	21	15788
962.9	21	15848
963	21	15894
963.1	21	15985
963.2	21	16088
963.3	21	16219
963.4	21	16364
963.5	21	16563
963.6	21	16778
963.7	21	17030
963.8	21	17289
963.9	21	17565
964	21	17862
964.1	21	18190
964.2	21	18501
984.2	0	17594
995	0	17112
995.1	22	17106
995.2	22	17103
995.3	22	17108
995.4	22	17117
995.5	22	17136
995.6	22	17172
995.7	22	17196
995.8	22	17245
1015.8	0	16351
1028	0	15871
1028.1	23	15868
1028.2	23	15864
1028.3	23	15861
1028.4	23	15858
1028.5	23	15863
1028.6	23	15875
1028.7	23	15885
1028.8	23	15919
1028.9	23	15960
1029	23	16008
1029.1	23	16094
1029.2	23	16204
1029.3	23	16321
1029.4	23	16479
1029.5	23	16690
1029.6	23	16923
1029.7	23	17182
1029.8	23	17462
1029.9	23	17765
1030	23	18065
1050	0	17171
1061	0	16704
1061.1	24	16701
1061.2	24	16695
1061.3	24	16695
1061.4	24	16692
1061.5	24	16709
1061.6	24	16724
1061.7	24	16743
1061.8	24	16768
1061.9	24	16803
1062	24	16858
1062.1	24	16929
1062.2	24	17045
1062.3	24	17174
1062.4	24	17339
1082.4	0	16445
1095	0	15935
1095.1	25	15930
1095.2	25	15922
1095.3	25	15922
1095.4	25	15926
1095.5	25	15927
1095.6	25	15934
1095.7	25	15946
1095.8	25	15969
1095.9	25	16009
1096	25	16070
1096.1	25	16144
1096.2	25	16251
1096.3	25	16370
1096.4	25	16527
1096.5	25	16722
1096.6	25	16902
1096.7	25	17129
1096.8	25	17399
1096.9	25	17705
1116.9	0	16852
1136.9	0	15976
1156.9	0	15235
1176.9	0	14517
1196.9	0	13800
1216	0	13155
1216.1	26	13153
1216.2	26	13149
1216.3	26	13145
1216.4	26	13140
1216.5	26	13140
1216.6	26	13142
1216.7	26	13150
1216.8	26	13162
1216.9	26	13180
1217	26	13221
1217.1	26	13277
1217.2	26	13347
1217.3	26	13445
1217.4	26	13567
1217.5	26	13703
1217.6	26	13883
1217.7	26	14072
1217.8	26	14298
1217.9	26	14547
1218	26	14798
1218.1	26	15087
1218.2	26	15423
1218.3	26	15743
1218.4	26	16055
1218.5	26	16399
1218.6	26	16774
1218.7	26	17131
1218.8	26	17507
1238.8	0	16677
1258.8	0	15866
1278.8	0	15097
1298.8	0	14402
1318.8	0	13747
1338	0	13114
1338.1	27	13112
1338.2	27	13106
1338.3	27	13117
1338.4	27	13124
1338.5	27	13147
1338.6	27	13171
1358.6	0	12493
1378.6	0	11875
1398.6	0	11282
1418.6	0	10738
1438.6	0	10167
1458.6	0	9669
1460	0	9629
1460.1	28	9626
1460.2	28	9625
1460.3	28	9634
1460.4	28	9643
1460.5	28	9660
1460.6	28	9684
1460.7	28	9721
1480.7	0	9263
1500.7	0	8838
1520.7	0	8393
1540.7	0	8004
1560.7	0	7575
1580.7	0	7224
1581	0	7221
1581.1	29	7214
1581.2	29	7210
1581.3	29	7212
1581.4	29	7217
1581.5	29	7230
1581.6	29	7248
1601.6	0	6877
1621.6	0	6558
1641.6	0	6269
1661.6	0	5971
1681.6	0	5677
1701.6	0	5402
1703	0	5372
1703.1	30	5369
1703.2	30	5366
1703.3	30	5366
1703.4	30	5368
1703.5	30	5369
1703.6	30	5371
1703.7	30	5376
1703.8	30	5382
1703.9	30	5391
1704	30	5407
1704.1	30	5427
1704.2	30	5458
1704.3	30	5497
1704.4	30	5557
1704.5	30	5646
1704.6	30	5742
1704.7	30	5867
1704.8	30	6009
1704.9	30	6209
1705	30	6403
1705.1	30	6629
1705.2	30	6860
1705.3	30	7125
1705.4	30	7408
1705.5	30	7704
1705.6	30	8009
1705.7	30	8319
1705.8	30	8677
1705.9	30	9061
1725.9	0	8638
1745.9	0	8201
1765.9	0	7767
1785.9	0	7373
1805.9	0	7041
1825	0	6692
1825.1	31	6690
1825.2	31	6689
1825.3	31	6687
1825.4	31	6687
1825.5	31	6691
1825.6	31	6698
1825.7	31	6708
1825.8	31	6725
1825.9	31	6758
1826	31	6798
1826.1	31	6845
1826.2	31	6899
1826.3	31	6991
1826.4	31	7094
1826.5	31	7264
1826.6	31	7458
1826.7	31	7685
1826.8	31	7945
1826.9	31	8211
1846.9	0	7817
1866.9	0	7440
1886.9	0	7052
1906.9	0	6699
1926.9	0	6387
1946	0	6095
1946.1	32	6094
1946.2	32	6093
1946.3	32	6097
1946.4	32	6096
1946.5	32	6098
1946.6	32	6099
1946.7	32	6105
1946.8	32	6114
1946.9	32	6135
1947	32	6168
1947.1	32	6221
1947.2	32	6303
1947.3	32	6390
1947.4	32	6502
1947.5	32	6671
1947.6	32	6868
1947.7	32	7082
1947.8	32	7345
1947.9	32	7602
1948	32	7916
1948.1	32	8249
1948.2	32	8614
1948.3	32	8957
1968.3	0	8561
1988.3	0	8153
2008.3	0	7727
2028.3	0	7331
2048.3	0	6956
2068	0	6636
2068.1	33	6635
2068.2	33	6633
2068.3	33	6636
2068.4	33	6641
2068.5	33	6647
2068.6	33	6654
2068.7	33	6666
2068.8	33	6690
2068.9	33	6716
2069	33	6776
2069.1	33	6837
2069.2	33	6926
2069.3	33	7039
2069.4	33	7185
2069.5	33	7339
2069.6	33	7562
2089.6	0	7205
2109.6	0	6850
2129.6	0	6475
2149.6	0	6148
2169.6	0	5850
2189.6	0	5569
2190	0	5564
2190.1	34	5563
2190.2	34	5564
2190.3	34	5565
2190.4	34	5574
2190.5	34	5580
2190.6	34	5602
2190.7	34	5639
2190.8	34	5677
2210.8	0	5411
2230.8	0	5159
2250.8	0	4911
2270.8	0	4669
2281	0	4552
2281.1	35	4552
2281.2	35	4552
2281.3	35	4552
2281.4	35	4553
2281.5	35	4558
2281.6	35	4568
2281.7	35	4576
2281.8	35	4599
2281.9	35	4615
2282	35	4644
2282.1	35	4686
2282.2	35	4740
2282.3	35	4847
2282.4	35	4949
2282.5	35	5092
2282.6	35	5263
2282.7	35	5455
2282.8	35	5673
2282.9	35	5894
2302.9	0	5594
2322.9	0	5297
2342.9	0	5069
2362.9	0	4814
2372	0	4706
2372.1	36	4705
2372.2	36	4704
2372.3	36	4706
2372.4	36	4708
2372.5	36	4710
2372.6	36	4717
2372.7	36	4728
2372.8	36	4748
2372.9	36	4772
2373	36	4813
2373.1	36	4866
2373.2	36	4945
2373.3	36	5066
2373.4	36	5196
2373.5	36	5363
2373.6	36	5553
2393.6	0	5267
2413.6	0	5032
2433.6	0	4783
2453.6	0	4550
2463	0	4448
2463.1	37	4446
2463.2	37	4446
2463.3	37	4445
2463.4	37	4446
2463.5	37	4448
2463.6	37	4452
2463.7	37	4467
2463.8	37	4485
2463.9	37	4497
2464	37	4527
2464.1	37	4575
2464.2	37	4638
2464.3	37	4716
2464.4	37	4809
2464.5	37	4929
2464.6	37	5094
2484.6	0	4864
2504.6	0	4614
2524.6	0	4374
2544.6	0	4174
2555	0	4080
2555.1	38	4080
2555.2	38	4079
2555.3	38	4080
2555.4	38	4081
2555.5	38	4086
2555.6	38	4094
2555.7	38	4107
2555.8	38	4135
2555.9	38	4171
2556	38	4231
2556.1	38	4306
2576.1	0	4077
2596.1	0	3876
2616.1	0	3677
2636.1	0	3513
2656.1	0	3310
2676.1	0	3166
2696.1	0	3001
2716.1	0	2859
2736.1	0	2711
2756.1	0	2589
2776.1	0	2463
2796.1	0	2338
2816.1	0	2222
2836.1	0	2123
2856.1	0	2022
2876.1	0	1899
2896.1	0	1807
2916.1	0	1721
2920	0	1707
2920.1	39	1707
2920.2	39	1707
2920.3	39	1708
2920.4	39	1708
2920.5	39	1709
2920.6	39	1711
2920.7	39	1717
2920.8	39	1724
2920.9	39	1740
2921	39	1763
2921.1	39	1811
2921.2	39	1846
2921.3	39	1916
2941.3	0	1825
2961.3	0	1737
2981.3	0	1655
3001.3	0	1587
3011	0	1561
3011.1	40	1561
3011.2	40	1562
3011.3	40	1562
3011.4	40	1563
3011.5	40	1575
3011.6	40	1580
3011.7	40	1588
3011.8	40	1604
3011.9	40	1617
3012	40	1646
3012.1	40	1699
3012.2	40	1749
3032.2	0	1662
3052.2	0	1578
3072.2	0	1507
3092.2	0	1433
3102	0	1399
3102.1	41	1399
3102.2	41	1399
3102.3	41	1400
3102.4	41	1402
3102.5	41	1404
3102.6	41	1406
3102.7	41	1411
3102.8	41	1425
3102.9	41	1439
3103	41	1470
3103.1	41	1507
3103.2	41	1565
3103.3	41	1655
3123.3	0	1570
3143.3	0	1487
3163.3	0	1421
3183.3	0	1357
3193	0	1320
3193.1	42	1319
3193.2	42	1318
3193.3	42	1317
3193.4	42	1318
3193.5	42	1322
3193.6	42	1325
3193.7	42	1325
3193.8	42	1328
3193.9	42	1342
3194	42	1357
3194.1	42	1377
3194.2	42	1410
3194.3	42	1452
3194.4	42	1526
3214.4	0	1454
3234.4	0	1377
3254.4	0	1306
3274.4	0	1247
3285	0	1221
3285.1	43	1220
3285.2	43	1220
3285.3	43	1220
3285.4	43	1221
3285.5	43	1223
3285.6	43	1224
3285.7	43	1226
3285.8	43	1237
3285.9	43	1241
3286	43	1249
3286.1	43	1266
3286.2	43	1297
3286.3	43	1322
3286.4	43	1369
3286.5	43	1436
3286.6	43	1536
3286.7	43	1656
3286.8	43	1835
3286.9	43	2032
3287	43	2239
3287.1	43	2474
3307.1	0	2355
3327.1	0	2245
3345	0	2164
3345.1	44	2164
3345.2	44	2163
3345.3	44	2162
3345.4	44	2164
3345.5	44	2164
3345.6	44	2169
3345.7	44	2174
3345.8	44	2175
3345.9	44	2194
3346	44	2211
3346.1	44	2238
3346.2	44	2277
3346.3	44	2328
3346.4	44	2411
3346.5	44	2526
3346.6	44	2638
3346.7	44	2809
3346.8	44	3009
3346.9	44	3239
3347	44	3486
3347.1	44	3793
3347.2	44	4098
3347.3	44	4440
3347.4	44	4821
3367.4	0	4558
3387.4	0	4317
3406	0	4127
3406.1	45	4126
3406.2	45	4125
3406.3	45	4126
3406.4	45	4130
3406.5	45	4132
3406.6	45	4133
3406.7	45	4146
3406.8	45	4161
3406.9	45	4183
3407	45	4219
3407.1	45	4276
3407.2	45	4333
3407.3	45	4413
3407.4	45	4540
3407.5	45	4713
3407.6	45	4914
3427.6	0	4688
3447.6	0	4486
3467	0	4291
3467.1	46	4292
3467.2	46	4296
3467.3	46	4296
3467.4	46	4300
3467.5	46	4315
3467.6	46	4331
3467.7	46	4358
3487.7	0	4136
3507.7	0	3930
3527.7	0	3750
3528	0	3743
3528.1	47	3742
3528.2	47	3743
3528.3	47	3745
3528.4	47	3745
3528.5	47	3750
3528.6	47	3755
3528.7	47	3775
3528.8	47	3798
3528.9	47	3833
3529	47	3877
3529.1	47	3935
3529.2	47	4018
3529.3	47	4152
3529.4	47	4279
3549.4	0	4078
3569.4	0	3888
3589	0	3715
3589.1	48	3714
3589.2	48	3714
3589.3	48	3714
3589.4	48	3716
3589.5	48	3725
3589.6	48	3735
3589.7	48	3749
3589.8	48	3780
3589.9	48	3818
3590	48	3873
3590.1	48	3943
3590.2	48	4044
3610.2	0	3854
3630.2	0	3669
3650	0	3516
3650.1	49	3514
3650.2	49	3514
3650.3	49	3514
3650.4	49	3515
3650.5	49	3520
3650.6	49	3523
3650.7	49	3527
3650.8	49	3537
3650.9	49	3551
3651	49	3570
3651.1	49	3599
3651.2	49	3650
3651.3	49	3701
3651.4	49	3778
3651.5	49	3870
3651.6	49	4015
3651.7	49	4181
3651.8	49	4365
3651.9	49	4621
3652	49	4882
3652.1	49	5168
3652.2	49	5477
3652.3	49	5820
3672.3	0	5529
3692.3	0	5268
3712.3	0	5023
3732.3	0	4760
3752.3	0	4498
3772.3	0	4296
3792.3	0	4101
3812.3	0	3911
3832	0	3718
3832.1	50	3718
3832.2	50	3717
3832.3	50	3717
3832.4	50	3716
3832.5	50	3720
3832.6	50	3720
3832.7	50	3726
3832.8	50	3732
3832.9	50	3746
3833	50	3772
3833.1	50	3802
3833.2	50	3849
3833.3	50	3919
3833.4	50	3995
3833.5	50	4110
3833.6	50	4252
3833.7	50	4455
3833.8	50	4699
3833.9	50	4974
3834	50	5229
3834.1	50	5517
3854.1	0	5246
3874.1	0	5012
3894.1	0	4751
3914.1	0	4522
3934.1	0	4313
3954.1	0	4124
3974.1	0	3932
3994.1	0	3755
4014.1	0	3561
4015	0	3557
4015.1	51	3556
4015.2	51	3557
4015.3	51	3556
4015.4	51	3555
4015.5	51	3559
4015.6	51	3564
4015.7	51	3572
4015.8	51	3588
4015.9	51	3602
4016	51	3623
4016.1	51	3661
4016.2	51	3726
4016.3	51	3818
4016.4	51	3944
4016.5	51	4095
4016.6	51	4282
4016.7	51	4495
4016.8	51	4724
4036.8	0	4502
4056.8	0	4276
4075	0	4083
4075.1	52	4082
4075.2	52	4081
4075.3	52	4079
4075.4	52	4079
4075.5	52	4080
4075.6	52	4086
4075.7	52	4088
4075.8	52	4099
4075.9	52	4116
4076	52	4146
4076.1	52	4194
4076.2	52	4260
4076.3	52	4340
4076.4	52	4460
4076.5	52	4631
4076.6	52	4809
4076.7	52	5030
4076.8	52	5299
4076.9	52	5583
4077	52	5891
4077.1	52	6219
4077.2	52	6554
4097.2	0	6244
4117.2	0	5915
4136	0	5647
4136.1	53	5647
4136.2	53	5647
4136.3	53	5646
4136.4	53	5649
4136.5	53	5653
4136.6	53	5656
4136.7	53	5672
4136.8	53	5691
4136.9	53	5714
4137	53	5754
4137.1	53	5809
4137.2	53	5879
4137.3	53	5984
4137.4	53	6120
4137.5	53	6288
4137.6	53	6482
4137.7	53	6736
4137.8	53	7033
4137.9	53	7361
4138	53	7675
4158	0	7309
4178	0	6959
4197	0	6650
4197.1	54	6649
4197.2	54	6649
4197.3	54	6645
4197.4	54	6647
4197.5	54	6655
4197.6	54	6667
4197.7	54	6683
4197.8	54	6703
4197.9	54	6742
4198	54	6799
4198.1	54	6860
4198.2	54	6953
4198.3	54	7071
4198.4	54	7225
4198.5	54	7423
4198.6	54	7639
4198.7	54	7893
4198.8	54	8177
4198.9	54	8514
4218.9	0	8138
4238.9	0	7717
4258	0	7354
4258.1	55	7349
4258.2	55	7350
4258.3	55	7348
4258.4	55	7348
4258.5	55	7352
4258.6	55	7364
4258.7	55	7374
4258.8	55	7381
4258.9	55	7421
4259	55	7462
4259.1	55	7521
4259.2	55	7615
4259.3	55	7725
4259.4	55	7874
4259.5	55	8058
4259.6	55	8299
4259.7	55	8551
4259.8	55	8837
4259.9	55	9135
4260	55	9455
4260.1	55	9806
4260.2	55	10179
4280.2	0	9653
4300.2	0	9159
4319	0	8740
4319.1	56	8738
4319.2	56	8736
4319.3	56	8736
4319.4	56	8735
4319.5	56	8733
4319.6	56	8741
4319.7	56	8749
4319.8	56	8770
4319.9	56	8790
4320	56	8823
4320.1	56	8884
4320.2	56	8966
4320.3	56	9076
4320.4	56	9229
4320.5	56	9421
4320.6	56	9640
4320.7	56	9897
4320.8	56	10215
4320.9	56	10550
4321	56	10926
4321.1	56	11276
4321.2	56	11625
4321.3	56	12019
4321.4	56	12419
4321.5	56	12811
4321.6	56	13214
4321.7	56	13638
4321.8	56	14087
4341.8	0	13425
4361.8	0	12764
4380	0	12221
