1	1	1	1
1	1	1	1
1	1	2	1
1	1	4	0.8057825
1	1	6	0.870521667
1	1	13	0.515318462
1	2	17	0.186305294
1	3	28	0.142642143
1	3	41	0.183055122
1	4	72	0.248561111
1	5	97	0.226998969
1	5	153	0.25073268
1	6	235	0.19383234
1	8	356	0.172586798
2	5	4	0.031637
2	5	7	0.025444571
2	5	8	0.021202875
2	5	7	0.024192429
2	5	12	0.019004583
2	5	24	0.018552583
2	5	40	0.015156925
2	5	57	0.014322158
2	6	79	0.013172658
2	6	121	0.011347769
2	6	195	0.008655026
2	9	298	0.008235906
2	12	480	0.008046896
2	13	782	0.007883913
2	15	1201	0.007271282
2	25	1842	0.006796471
2	39	2732	0.006743485
2	57	4020	0.006779677
2	71	5798	0.006551414
2	125	8235	0.006707335
2	185	11224	0.006803145
3	112	1	0.000203468
3	112	1	0.000203468
3	112	1	0.000203468
3	112	2	9.34E-05
3	112	2	9.34E-05
3	112	4	0.000127284
3	112	3	0.000161124
3	112	3	0.000161124
3	112	4	0.000167877
3	112	9	0.000138606
3	112	14	0.000129096
3	112	29	0.000106677
3	113	40	0.000104701
3	113	54	0.000102298
3	113	66	9.96E-05
3	114	108	8.96E-05
3	114	183	8.08E-05
3	114	304	7.21E-05
3	116	529	6.96E-05
3	117	819	6.76E-05
3	125	1263	6.45E-05
3	134	1865	6.28E-05
3	149	2816	6.00E-05
3	168	4173	5.86E-05
3	208	6074	5.72E-05
3	251	8733	5.68E-05
3	292	12249	5.68E-05
3	376	16325	5.83E-05
3	478	21512	5.97E-05
3	621	27085	6.21E-05
3	800	33023	6.47E-05
3	996	38773	6.80E-05
3	1247	44515	7.16E-05
3	1496	49966	7.58E-05
3	1806	54448	8.05E-05
3	2126	58516	8.53E-05
3	2492	61742	9.00E-05
3	2871	64395	9.56E-05
3	3263	66397	0.000101582
3	3701	68114	0.000107412
3	4136	69492	0.000113776
3	4555	70015	0.000120982
3	5011	69791	0.000129386
3	5439	69978	0.000137788
3	5891	69932	0.000147297
3	6304	70134	0.000157347
3	6719	70285	0.000168362
3	7132	70177	0.00018038
3	7534	70074	0.000193113
3	7943	69811	0.000206834
3	8382	69791	0.000221206
3	8791	69854	0.000236279
3	9215	69396	0.000252513
3	9632	69643	0.000267991
3	10034	69261	0.000286638
3	10434	69272	0.00030632
3	10850	69751	0.000326456
3	11281	69822	0.000350198
3	11675	69406	0.000376433
3	12061	69452	0.000401546
3	12444	69970	0.000428788
3	12892	69172	0.000459083
3	13303	69296	0.00049506
3	13696	69320	0.000529805
3	14119	69170	0.00056514
3	14522	69038	0.000607767
3	14921	69251	0.00065211
3	15349	69352	0.000694167
3	15757	69046	0.000745858
3	16179	69350	0.000800293
4	15183	125	0.000376815
4	15177	306	0.000342353
4	15180	561	0.00031228
4	15189	945	0.000279272
4	15190	1560	0.000274934
4	15192	2364	0.000272905
4	15201	3638	0.00026814
4	15208	5359	0.000262368
4	15246	7692	0.000261321
4	15305	10604	0.000267449
4	15371	14447	0.000275772
4	15490	19079	0.000289151
4	15601	23865	0.000306012
4	15765	29198	0.000324168
4	15947	34473	0.000351086
4	16169	39383	0.000380697
4	16436	44279	0.000409953
4	16733	48639	0.000444493
4	17044	52873	0.000478254
4	17370	56836	0.000518333
4	17700	59664	0.000559062
4	18037	61741	0.000605034
4	18406	63518	0.000652875
4	18769	64591	0.00070259
4	19140	66222	0.00075492
4	19542	67336	0.000810559
4	19957	67933	0.000869529
5	18583	120	0.000290293
5	18582	342	0.000298544
5	18580	646	0.000278991
5	18582	1109	0.000272262
5	18585	1848	0.000263773
5	18598	2838	0.000255497
5	18623	4267	0.000246121
5	18649	6292	0.000245699
5	18698	9068	0.000244157
5	18756	12546	0.00024893
5	18841	16785	0.000258755
5	18961	21885	0.000271129
5	19085	27087	0.000289352
5	19253	32745	0.00030973
5	19466	38042	0.000332948
5	19715	43176	0.000359934
5	19987	47721	0.000389696
5	20248	51531	0.000422289
5	20569	54881	0.000457257
5	20923	57970	0.000492691
5	21253	60408	0.000528142
5	21628	62304	0.000565834
5	21979	64566	0.000606067
5	22360	66119	0.000648283
5	22748	67289	0.000689563
5	23142	68248	0.0007298
5	23552	68710	0.000774596
5	23950	69465	0.000823898
6	22238	1685	0.064462908
7	20519	1220	0.042942049
7	20527	3031	0.042188717
8	18924	173	0.000507968
8	18923	437	0.00048762
8	18924	832	0.000494072
8	18918	1409	0.000471156
8	18927	2260	0.000451956
8	18939	3519	0.00044191
8	18958	5232	0.000429008
8	18996	7540	0.000427813
8	19045	10470	0.000442634
8	19107	14349	0.000453128
8	19186	18866	0.00047968
8	19317	23922	0.000506789
8	19460	29198	0.000537232
8	19626	34587	0.000578055
8	19871	40265	0.000624302
8	20140	45194	0.000671906
8	20403	48998	0.000727093
8	20711	52966	0.000781805
8	21038	56324	0.000844125
8	21359	58883	0.000911915
8	21737	60850	0.000988562
9	20005	250	0.000859528
9	20003	588	0.000824362
9	19998	1120	0.000783403
9	19997	1925	0.000764935
9	20003	3058	0.000737979
9	20026	4714	0.000746277
9	20058	7015	0.000727976
9	20102	10136	0.000726443
9	20162	14152	0.000732518
9	20242	18984	0.000757907
9	20372	24599	0.000786414
9	20547	30103	0.00083106
9	20751	35821	0.000875919
9	20975	41417	0.000932405
9	21228	46147	0.000998279
9	21536	50575	0.001068065
9	21851	54442	0.001150467
10	20259	988	0.025987348
10	20260	2440	0.025086311
11	18697	909	0.027169087
11	18698	2306	0.025712576
12	17206	103	0.000288154
12	17206	264	0.000326218
12	17201	547	0.000306898
12	17202	963	0.000293636
